code,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122015.SH,09长电债,1942.08(20180930),1648.08(20180630),1814.35(20180331),1714.35(20170930),1664.35(20170630),1649.35(20170331),1573(20160331),1553(20151231),1398(20150930),1520(20150331),1520(20141231),1260(20140930),1260(20140331),1260(20131231),1260(20130930),1260(20130630),1240(20130331),1210(20120930),1225(20120331),973.6(20110930),973.6(20110331),928.6(20091231),928.6(20090930),853.4(20090331),530(20071231),400(20051227),,,,,,,,,,,,,,,,,
155085.SH,18紫光04,1998.09(20180630),1830.4(20171231),1165.61(20170930),1212.07(20170630),1103(20170331),1083.5(20161231),713.213066(20160930),607.56(20160331),359.8982(20151231),30.1552(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155086.SH,18津投13,5081.3454(20180930),5424.73(20180630),5439.87(20180331),5549.31(20170930),5568.62(20170630),5569.26(20170331),5178.53(20160930),4995.94(20160630),4632.02(20160331),3820.19(20150930),3626.65(20150630),3538(20150331),3504.91(20140930),3671.02(20140331),4065.94(20130930),4068.79(20120930),3170.14(20110930),2885.26(20101231),3809.89(20100930),3707.02(20090930),987.88(20071231),,,,,,,,,,,,,,,,,,,,,,
155087.SH,18津投14,5081.3454(20180930),5424.73(20180630),5439.87(20180331),5549.31(20170930),5568.62(20170630),5569.26(20170331),5178.53(20160930),4995.94(20160630),4632.02(20160331),3820.19(20150930),3626.65(20150630),3538(20150331),3504.91(20140930),3671.02(20140331),4065.94(20130930),4068.79(20120930),3170.14(20110930),2885.26(20101231),3809.89(20100930),3707.02(20090930),987.88(20071231),,,,,,,,,,,,,,,,,,,,,,
155088.SH,18粤控02,845.52(20180930),993(20180331),456.4(20170331),424.2149(20161231),442.4162(20160930),433.34(20160331),420.7259(20150930),375.62(20150331),291.37(20140930),278.0166(20140630),237.59(20140331),268.7838(20130930),310.42(20130331),304.6773(20120930),282.22(20120331),288.2432(20110630),241.4014(20110331),247.1893(20100930),232.5637(20090930),253.3163(20080930),,,,,,,,,,,,,,,,,,,,,,,
155090.SH,18福晟03,376.565(20180930),333.2782(20180630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155091.SH,18景国02,200.9106(20180930),211.7822(20180630),195.6088(20180331),260.1975(20170930),235.5767(20170630),229.896514(20170331),167.85(20160930),154.52863(20160331),118.91446(20150930),114.35346(20150630),110.3(20150331),119.3907(20140930),110.72(20140630),106.83(20131231),102.9032(20130930),43.82(20121231),29.12(20110930),,,,,,,,,,,,,,,,,,,,,,,,,,
155092.SH,18花样年,231.2(20180630),81.2(20180331),81.2(20171231),77.5(20161231),127.5(20160331),227.5(20151231),265(20150930),265(20150331),265(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155093.SH,18万向01,234.6399(20180630),265.11(20180331),293.185(20170630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155095.SH,18皖投02,789.28(20180930),647.32(20180630),647.31(20180331),684.7(20171231),495.35(20170930),453(20170331),338.13(20160930),344.05(20160331),246.085(20150930),241.32(20150630),220.93(20150331),181.81(20140930),136.62(20140331),150.4(20130331),138.202(20120930),95.4(20091231),,,,,,,,,,,,,,,,,,,,,,,,,,,
155097.SH,18亨通01,195.694293(20180630),192.53(20180331),177.55(20161231),126.57(20151231),45.0063(20150630),49.5423(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155098.SH,19国管01,1268(20180930),1251(20180630),1261(20180331),1165(20171231),1165(20170930),1050(20170331),948(20161115),948(20160930),948(20160925),755.7(20151231),905(20150930),755(20150331),504.06(20140508),504.06(20140331),447.06(20130630),568(20121031),458(20120630),458(20111231),2915.9916(20090331),,,,,,,,,,,,,,,,,,,,,,,,
155100.SH,18海纾困,666.25(20180630),543.06(20180331),429.5(20170930),377.5(20170331),355.5705(20160930),314.07(20160630),402.81(20160331),358.34(20150930),279.68(20140930),152.34(20130930),195.9895(20120930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155102.SH,18华夏06,3565(20180930),3565(20180630),3175(20180331),2946.4425(20171231),2319.8489(20170930),2279.9719(20170331),1388.9(20160930),1233.1(20160331),1264.02(20151231),1104.37(20150930),838(20150630),829.6319(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155103.SH,18华夏07,3565(20180930),3565(20180630),3175(20180331),2946.4425(20171231),2319.8489(20170930),2279.9719(20170331),1388.9(20160930),1233.1(20160331),1264.02(20151231),1104.37(20150930),838(20150630),829.6319(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155104.SH,18铁牛02,149.621(20180630),190.178019(20171231),123.23(20161231),59.070765(20160630),61.120765(20151231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155106.SH,18富力10,1979.11(20180930),1969.11(20180630),1943.11(20180331),1634.61(20171231),1502(20170930),1166(20170331),1166(20161231),1142.01(20160930),1062.01(20160630),966.99(20151231),605.98(20150930),605.98(20150630),546(20141231),306.1(20090630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155108.SH,19浦土01,177.88(20180930),176.41(20180630),197.84(20170930),216.5(20170630),177.84(20170331),101.9372(20160930),131.87(20160630),125.17(20160331),114.79(20160330),114.79(20150930),115.96(20150630),118.571(20150331),110.58(20140930),115.61(20140331),102(20130630),,,,,,,,,,,,,,,,,,,,,,,,,,,,
155111.SH,18海亮03,265.9425(20180930),266.7184(20180630),274.1488(20180331),289.5378(20170930),323.5825(20170630),301.0062(20170331),290.7377(20161231),256.8804(20160930),260.2742(20160630),257.5272(20160331),246.5428(20150930),244.6285(20150331),243.182(20140930),243.465(20140630),242.508(20140331),242.408(20131231),227.426(20130630),186.9245(20130331),189.1057(20121231),189.9532(20120930),172.8851(20120331),160(20111231),40(20101231),,,,,,,,,,,,,,,,,,,,
155112.SH,18金光01,623.02(20180630),624.58(20180331),622.55(20170930),625.81(20170630),634.4751(20150930),658.6793(20150331),498.2156(20130930),521.01(20120630),667.47(20100930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155113.SH,18爱建01,180.49(20180930),48.55(20171231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155115.SH,18南山05,714.1148(20180930),661.2743(20180630),664.274(20180331),718.8587(20170930),847.0904(20170630),874.5698(20170331),812.9251(20160930),813.6563(20160630),782.3148(20160331),790.5148(20150930),797.6817(20150630),798.0311(20150331),428(20140630),423.92(20140331),406.229(20130930),333.1372(20130630),333.1372(20130331),258.23(20120930),258.2289(20120331),238.9666(20110930),234.27(20110630),81.5(20061231),83.2(20060531),,,,,,,,,,,,,,,,,,,,
155116.SH,18新大陆,45.193636(20180630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155117.SH,18鸿坤03,245.83(20180630),200.98(20171231),69.09(20170331),68.46(20151231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155118.SH,18伊泰02,449(20180930),539.1575(20180630),548.56(20180331),512.0575(20171231),569.88(20140630),281.37(20120930),234.51(20120630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155119.SH,19津住01,231.89(20180630),236.09(20180331),227.16(20170930),215.82(20170630),205.09(20170331),204.84(20160930),187.85(20160630),186.0878(20160331),187.3538(20150930),192.02(20150630),186(20150331),168.86(20140930),166(20140630),119(20131231),114.6824(20130930),95(20130630),79(20121231),,,,,,,,,,,,,,,,,,,,,,,,,,
155120.SH,18新大04,220.27(20181031),223.569651(20180630),215.12(20180331),215.12(20171231),195.89(20170930),179.2(20170630),184.210222(20170331),130.319859(20160930),137.7289(20160331),137.5994(20151231),99.7584(20150930),102.1804(20150630),100.1454(20150331),99.04(20141231),109.22(20140930),116.16(20140630),113.2655(20140331),84.55(20130630),85.21(20130331),,,,,,,,,,,,,,,,,,,,,,,,
155121.SH,18海怡02,115(20180630),115(20171231),104.5(20161231),105.5181(20150930),77.695(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155123.SH,19中粮01,161.331299(20180930),161.33(20171231),171.49(20161231),169.49(20151231),165.3505(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155124.SH,19中粮02,161.331299(20180930),161.33(20171231),171.49(20161231),169.49(20151231),165.3505(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155125.SH,19津投01,5081.3454(20180930),5424.73(20180630),5439.87(20180331),5549.31(20170930),5568.62(20170630),5569.26(20170331),5178.53(20160930),4995.94(20160630),4632.02(20160331),3820.19(20150930),3626.65(20150630),3538(20150331),3504.91(20140930),3671.02(20140331),4065.94(20130930),4068.79(20120930),3170.14(20110930),2885.26(20101231),3809.89(20100930),3707.02(20090930),987.88(20071231),,,,,,,,,,,,,,,,,,,,,,
155126.SH,19津投02,5081.3454(20180930),5424.73(20180630),5439.87(20180331),5549.31(20170930),5568.62(20170630),5569.26(20170331),5178.53(20160930),4995.94(20160630),4632.02(20160331),3820.19(20150930),3626.65(20150630),3538(20150331),3504.91(20140930),3671.02(20140331),4065.94(20130930),4068.79(20120930),3170.14(20110930),2885.26(20101231),3809.89(20100930),3707.02(20090930),987.88(20071231),,,,,,,,,,,,,,,,,,,,,,
155127.SH,19铁工01,12044.427844(20180930),12044.427844(20180630),11382.75(20180331),11119.85(20171231),11054.1(20170331),11054.1(20161231),10552.3(20160331),10552.3(20151231),10222.7(20150930),9637.85(20140930),8739(20140331),8455(20131231),8433(20130930),8545(20130331),7106(20120331),6733(20111011),6568(20110315),5681(20100630),4039(20100331),3333.57(20081231),300(20051231),,,,,,,,,,,,,,,,,,,,,,
155129.SH,19葛洲01,2875.73(20180930),2582.62(20171231),2184.45(20161231),2150.16(20160630),1871.66(20160331),1798.56(20151231),1966(20150930),1934.18(20150630),1934.18(20150331),1921.33(20140930),1924.348(20140331),458(20131231),346(20130630),1966.88(20130331),391(20120930),346(20120331),335(20111231),1601(20110331),1233.35(20100331),1046(20090930),425.5(20080930),25.4(20051219),,,,,,,,,,,,,,,,,,,,,
155130.SH,19京投01,3103.155(20180930),3087.16(20180630),3087.16(20180331),3087.16(20171231),3081.875(20170930),2638.875(20170630),3002(20170331),3002(20161231),2608(20160630),2360(20151231),2370.634003(20150331),2304.34(20141231),2014.9(20140930),1914.348(20140331),1935(20131231),1602.45(20130930),1778.15(20130331),1678.05(20120930),1481.46(20120630),2079.91(20120331),909.9(20111231),2079.91(20110930),2071.16(20110630),2079.91(20110331),2076.39(20100930),2057.72(20100630),2045.54(20100331),1812.58(20090930),1086.93(20081231),870.7795(20080930),392.73(20070630),398.73(20061231),498.73(20060831),,,,,,,,,,
155131.SH,19京投02,3103.155(20180930),3087.16(20180630),3087.16(20180331),3087.16(20171231),3081.875(20170930),2638.875(20170630),3002(20170331),3002(20161231),2608(20160630),2360(20151231),2370.634003(20150331),2304.34(20141231),2014.9(20140930),1914.348(20140331),1935(20131231),1602.45(20130930),1778.15(20130331),1678.05(20120930),1481.46(20120630),2079.91(20120331),909.9(20111231),2079.91(20110930),2071.16(20110630),2079.91(20110331),2076.39(20100930),2057.72(20100630),2045.54(20100331),1812.58(20090930),1086.93(20081231),870.7795(20080930),392.73(20070630),398.73(20061231),498.73(20060831),,,,,,,,,,
155132.SH,19蓝星01,427.599(20180930),417.939(20180630),406.039(20180331),424.7184(20171031),424.0884(20170331),373.94(20160630),393.99(20160331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155133.SH,19金隅01,1600.15(20180930),1555.399375(20180630),1471.5(20180331),1446.87(20171231),1383.58(20170930),1265.91(20170630),1047.64(20170331),664.3(20161231),779.23(20160930),677.53(20160331),629.45(20150930),460.2(20150331),387.5(20140331),387.5(20130331),360.07(20120930),350.7(20120331),300.29(20100930),203.88(20100331),,,,,,,,,,,,,,,,,,,,,,,,,
155134.SH,19金隅02,1600.15(20180930),1555.399375(20180630),1471.5(20180331),1446.87(20171231),1383.58(20170930),1265.91(20170630),1047.64(20170331),664.3(20161231),779.23(20160930),677.53(20160331),629.45(20150930),460.2(20150331),387.5(20140331),387.5(20130331),360.07(20120930),350.7(20120331),300.29(20100930),203.88(20100331),,,,,,,,,,,,,,,,,,,,,,,,,
155136.SH,19闽电01,508.46(20180930),438.58(20180630),187.73176(20180331),108.7(20171231),205.205945(20170930),188.64(20170630),127.89(20170331),152.4653(20160930),149.8149(20160630),138.484939(20160331),132.116939(20150930),119.3019(20150630),93.0989(20150331),63.7624(20140930),47.72(20140818),47.7217(20140331),41.07(20140208),45.4888(20130930),41.07(20130630),39.341(20130331),14.975(20120930),11.251(20120630),,,,,,,,,,,,,,,,,,,,,
155138.SH,19联想01,1098(20170630),1173(20160630),1143(20151231),975(20141231),949.8(20131231),801.3(20121231),582.3(20111231),248.3(20101231),97.5(20071231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155139.SH,19联想02,1098(20170630),1173(20160630),1143(20151231),975(20141231),949.8(20131231),801.3(20121231),582.3(20111231),248.3(20101231),97.5(20071231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155140.SH,19镇投01,92.756411(20180930),88.328411(20180630),82.393411(20180331),79.934(20170930),79.114(20170630),71.114(20170331),55.227(20160930),58.4698(20160331),59.46(20150630),59.46(20150331),53.74(20140331),50.83(20130331),56.92(20120930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155142.SH,19世茂G1,247.54195(20180930),206.04195(20180331),198.04(20171231),207.64195(20170930),233.64195(20170630),228.64195(20170331),203.3(20161231),118.25(20160930),118.25(20160630),205.8(20160331),175.7(20151231),222.6(20150930),226.049(20150630),261.157(20150331),264.53(20141231),268.419(20140930),296.56(20140630),377.56(20140331),259.89(20130630),,,,,,,,,,,,,,,,,,,,,,,,
155144.SH,19汽车01,923.268308(20180930),903.0011(20180630),816.2775(20180331),895.5096(20170930),959.27(20170331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155145.SH,19阳集01,1120.87(20180930),1028.89(20180630),1077.05(20171231),197.52(20160331),193.9431(20151231),26.2765(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155146.SH,19无锡01,256.020562(20180930),299.11(20171231),336.22(20170630),378.679065(20170331),355.51(20161231),355.49(20160331),356.3(20151231),251.54(20150930),204.470184(20150331),193.09(20141231),197.43(20131231),231.27(20121231),171.4181(20120630),169.27(20111231),171.7403(20110930),138.76(20110331),79.485(20071231),,,,,,,,,,,,,,,,,,,,,,,,,,
155147.SH,19无锡02,256.020562(20180930),299.11(20171231),336.22(20170630),378.679065(20170331),355.51(20161231),355.49(20160331),356.3(20151231),251.54(20150930),204.470184(20150331),193.09(20141231),197.43(20131231),231.27(20121231),171.4181(20120630),169.27(20111231),171.7403(20110930),138.76(20110331),79.485(20071231),,,,,,,,,,,,,,,,,,,,,,,,,,
155148.SH,19南山01,714.1148(20180930),661.2743(20180630),664.274(20180331),718.8587(20170930),847.0904(20170630),874.5698(20170331),812.9251(20160930),813.6563(20160630),782.3148(20160331),790.5148(20150930),797.6817(20150630),798.0311(20150331),428(20140630),423.92(20140331),406.229(20130930),333.1372(20130630),333.1372(20130331),258.23(20120930),258.2289(20120331),238.9666(20110930),234.27(20110630),81.5(20061231),83.2(20060531),,,,,,,,,,,,,,,,,,,,
155150.SH,19临债01,146.6608(20180930),94.415(20171231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155151.SH,19临债02,146.6608(20180930),94.415(20171231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155152.SH,19红星01,465.845(20180930),375.759056(20180331),365.926456(20171231),334.608956(20170930),341.006443(20170630),363.42(20151231),291.7833(20150930),274.3013(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155155.SH,19光水01,68.258(20180930),66.168(20180331),48(20170331),39.1825(20161231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155156.SH,19绿城01,2095.5(20180930),2095.5(20180630),1937(20180331),1897(20171231),1897(20170930),1769.6(20170331),905(20160930),740(20160630),400(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155158.SH,19新燃01,47(20180930),67(20180630),77.69(20171231),94.29(20161231),77.6649(20160930),90.18(20151231),90.173(20150630),93(20120630),85.04(20120331),78.4(20110930),79.45(20100531),72.4(20091231),57.24(20090630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155159.SH,19CHNE01,19474(20180930),5899(20170331),6440.6(20160331),5991.77(20150930),5507(20150331),4210.18(20140930),4700.85(20140630),4700.85(20140331),4700.85(20131231),3846.85(20130930),3837.85(20130331),3837.85(20121231),3156.85(20120331),2569.49(20110930),2569.49(20110630),2569.49(20100930),3519(20090930),3519(20090630),3519(20090331),1410(20051231),1500(20041231),,,,,,,,,,,,,,,,,,,,,,
155160.SH,19渝物01,58.585(20180630),64.878(20180331),61.45(20171231),57.35(20170930),52.9(20170331),157.96(20160930),152.72(20160630),152.72(20160331),110.32(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155161.SH,19津投03,5081.3454(20180930),5424.73(20180630),5439.87(20180331),5549.31(20170930),5568.62(20170630),5569.26(20170331),5178.53(20160930),4995.94(20160630),4632.02(20160331),3820.19(20150930),3626.65(20150630),3538(20150331),3504.91(20140930),3671.02(20140331),4065.94(20130930),4068.79(20120930),3170.14(20110930),2885.26(20101231),3809.89(20100930),3707.02(20090930),987.88(20071231),,,,,,,,,,,,,,,,,,,,,,
155162.SH,19津投04,5081.3454(20180930),5424.73(20180630),5439.87(20180331),5549.31(20170930),5568.62(20170630),5569.26(20170331),5178.53(20160930),4995.94(20160630),4632.02(20160331),3820.19(20150930),3626.65(20150630),3538(20150331),3504.91(20140930),3671.02(20140331),4065.94(20130930),4068.79(20120930),3170.14(20110930),2885.26(20101231),3809.89(20100930),3707.02(20090930),987.88(20071231),,,,,,,,,,,,,,,,,,,,,,
155164.SH,19建材01,2866(20180930),2810.96(20180630),2253.36(20180331),2249.562493(20170930),2381.43(20170630),2278.020977(20170331),2193.5(20161231),2382.659898(20160930),2281.8954(20160630),2309.270211(20160331),2206.61035(20150930),2124.495822(20150630),2277.056681(20150331),2333.9262(20141231),2184.1034(20140630),2034.3903(20140331),1692.6996(20130331),1176.4636(20120331),909.2491(20110331),198.2(20080420),,,,,,,,,,,,,,,,,,,,,,,
155165.SH,19建材02,2866(20180930),2810.96(20180630),2253.36(20180331),2249.562493(20170930),2381.43(20170630),2278.020977(20170331),2193.5(20161231),2382.659898(20160930),2281.8954(20160630),2309.270211(20160331),2206.61035(20150930),2124.495822(20150630),2277.056681(20150331),2333.9262(20141231),2184.1034(20140630),2034.3903(20140331),1692.6996(20130331),1176.4636(20120331),909.2491(20110331),198.2(20080420),,,,,,,,,,,,,,,,,,,,,,,
155166.SH,19中铝01,1886.80683(20180930),1835(20180630),1597.886852(20180331),1034(20171231),1521.35(20170930),1342.35(20161231),1521(20160930),1521.35(20160630),1384(20151231),1421(20150331),1376.5(20140930),1377(20140630),1366(20140331),1365.96(20131231),1585.52(20130930),1516(20130331),1516(20121231),1536(20120930),1092(20120331),1005.2(20111231),948.72(20110930),952.06(20110331),967.06(20101231),886.64(20100331),817.97(20090930),517.21(20080630),497.64(20071231),625.19(20071130),500.82(20061231),438(20061031),376.72(20060428),328.98(20050609),,,,,,,,,,,
155167.SH,19航租01,876.568065(20180930),791.602732(20180630),763.654669(20180331),749.71(20171231),760.9(20170930),746.67(20170630),712.01(20170331),473.88(20161231),594.57(20160930),566.99(20160630),542.26(20160331),531.53(20151231),470.543442(20150930),446.790622(20150630),360.24(20141231),375.1787(20140930),255(20131231),,,,,,,,,,,,,,,,,,,,,,,,,,
155168.SH,19口岸01,30.2(20180930),30.9(20130930),32.25(20130630),26.94(20130320),30.34(20120930),30.5108(20110930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155169.SH,19紫光01,1998.09(20180630),1830.4(20171231),1165.61(20170930),1212.07(20170630),1103(20170331),1083.5(20161231),713.213066(20160930),607.56(20160331),359.8982(20151231),30.1552(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155172.SH,19实业01,1588.9662(20180930),1593.9714(20180630),1617.4309(20180331),1827.9379(20170930),1850.2782(20170331),1882.69(20160930),1254.0837(20160331),1195.2176(20151231),1234.249172(20150930),1039.7435(20150630),1138.68(20150331),1073(20150228),1031.2991(20140930),800.4232(20140630),803.9137(20140331),594.2043(20130331),637.1168(20120930),71(20091231),,,,,,,,,,,,,,,,,,,,,,,,,
155175.SH,19东方01,337.8406(20180630),330.5(20180331),323.36(20171231),340.653961(20170930),243.213724(20170630),206.97229(20170331),55.06(20160331),76.1(20150930),78.7(20150630),81.2(20150331),76.9(20140930),79.65(20140630),79.7(20140331),81.4934(20130630),50.54(20130331),50.5416(20120331),52.4716(20110930),36.632(20100930),,,,,,,,,,,,,,,,,,,,,,,,,
155176.SH,19山招01,240.6(20180930),455.13(20180630),561.35(20180331),506.03(20170930),497.41(20170331),436.94(20160930),462.74(20160630),374.76(20160331),341.753086(20150930),331.23(20150630),299.23(20150331),286.42(20140331),60.53(20130331),165.92(20120331),68.0394(20080930),35.32(20061231),,,,,,,,,,,,,,,,,,,,,,,,,,,
